CV_ID,years_experience,highest_degree,skills,Job_Role,has_portfolio,raw_text,label
cv1399,4,Bachelors,"Hadoop, JSON",Administrative Assistant,TRUE,Business analyst with reporting experience but limited machine learning exposure.,0
cv1400,7,Masters,"Deep Learning, Docker, EDA, Flask, GPT, Kubernetes, Machine Learning, Pandas, Python, Statistics, Time Series",Data Analyst,FALSE,"ML engineer experienced in MLOps, Docker, Kubernetes, and continuous deployment of models.",1
cv1401,0,Masters,"TensorFlow, NLP, Data Visualization",Receptionist,FALSE,Office assistant with administrative experience and basic computer skills.,0
cv1402,9,Masters,"Azure, XGBoost, Data Engineering",Content Writer,TRUE,Entry-level candidate familiar with MS Excel and basic data entry tasks.,0
cv1403,3,Bachelors,"JSON, Transformer Models, Pandas, SQLAlchemy, Classification, Regression",Customer Support,TRUE,"Receptionist experienced in communication and scheduling, no ML projects.",0
cv1404,1,Masters,"Azure, Data Engineering, Docker, GCP, HuggingFace, JSON, Machine Learning, NumPy, OpenCV, Pandas, Power BI, PyTorch, Seaborn, Spark",Computer Vision Engineer,FALSE,"NLP specialist skilled in text preprocessing, fine-tuning transformer models, and evaluation.",1
cv1405,4,Bachelors,"Docker, Statistics, Matplotlib",Customer Support,FALSE,Entry-level candidate familiar with MS Excel and basic data entry tasks.,0
cv1406,3,Bachelors,"Docker, Streamlit",Data Entry Operator,FALSE,"Receptionist experienced in communication and scheduling, no ML projects.",0
cv1407,5,Masters,"Machine Learning, Seaborn, PyTorch, Reinforcement Learning",Office Assistant,TRUE,Content creator interested in data science but lacks hands-on ML experience.,0
cv1408,4,Bachelors,"CI/CD, Speech Recognition, Reinforcement Learning",Marketing Intern,FALSE,Content creator interested in data science but lacks hands-on ML experience.,0
cv1409,1,Bachelors,"Scikit-learn, Feature Engineering, SQLAlchemy, NumPy",Receptionist,TRUE,"Sales professional with strong communication skills, looking to transition to analytics.",0
cv1410,3,Masters,"Data Engineering, Kubernetes, Linux, Data Visualization, Machine Learning, Matplotlib",Marketing Intern,FALSE,Junior intern with exposure to data labeling and manual data tasks.,0
cv1411,1,Bachelors,"GPT, PyTorch, Seaborn, Scikit-learn, CI/CD",Junior Intern,TRUE,Customer support representative with some Excel skills and interest in analytics.,0
cv1412,4,Bachelors,"Speech Recognition, Data Engineering, Power BI, OpenCV",Receptionist,FALSE,Content creator interested in data science but lacks hands-on ML experience.,0
cv1413,1,Bachelors,"Streamlit, Power BI",Content Writer,TRUE,Entry-level candidate familiar with MS Excel and basic data entry tasks.,0
cv1414,13,Bachelors,"BERT, Data Engineering, Deep Learning, Docker Compose, FastAPI, Machine Learning, Matplotlib, NLP, Python, SQL, Signal Processing, Statistics, Streamlit, Time Series",Machine Learning Engineer,TRUE,"Data scientist proficient in end-to-end ML pipelines, experimentation, and stakeholder communication.",1
cv1415,1,Bachelors,"PyTorch, LightGBM, Power BI, Regression, Flask",Content Writer,FALSE,"Receptionist experienced in communication and scheduling, no ML projects.",0
cv1416,7,Masters,"Deep Learning, Hadoop, Machine Learning, NumPy, Pandas, Reinforcement Learning, SQLAlchemy, Signal Processing, Tableau",Machine Learning Engineer,TRUE,Applied ML engineer experienced in productionizing deep learning models on cloud platforms.,1
cv1417,1,Bachelors,"Data Visualization, JSON, Pandas, Streamlit, BERT",Content Writer,FALSE,Recent graduate with coursework in statistics and interest in learning Python.,0
cv1418,0,Bachelors,"EDA, Data Engineering, Spark",Office Assistant,TRUE,Junior intern with exposure to data labeling and manual data tasks.,0
cv1419,5,Bachelors,"Azure, FastAPI, Flask, GCP, JSON, Machine Learning, Model Deployment, NLP, NumPy, Pandas, Signal Processing, Transformer Models",Machine Learning Engineer,FALSE,"Data scientist proficient in end-to-end ML pipelines, experimentation, and stakeholder communication.",1
cv1420,0,Bachelors,"Python, Tableau, SQL, Time Series, Computer Vision",Data Entry Operator,FALSE,Office assistant with administrative experience and basic computer skills.,0
cv1421,10,Masters,"Transformer Models, Speech Recognition, GCP, Computer Vision",Sales Executive,FALSE,"Sales professional with strong communication skills, looking to transition to analytics.",0
cv1422,8,PhD,"Clustering, FastAPI, GCP, Machine Learning, OpenCV, Pandas, PyTorch Lightning, REST APIs, Reinforcement Learning, SQLAlchemy, Statistics, Tableau, Transformer Models",Research Scientist,TRUE,"Researcher focused on NLP and transformer-based models, with publications in top conferences.",1
cv1423,4,Masters,"Docker, Docker Compose, Git, HuggingFace, Kubernetes, Linux, Model Deployment, NumPy, Python, Statistics, Streamlit, Tableau, Transformer Models",Applied ML Engineer,FALSE,"Computer vision engineer with experience in object detection, segmentation, and optimization.",1
cv1424,4,Masters,"Azure, CI/CD, Clustering, Data Visualization, Git, Machine Learning, NLP, NumPy, Pandas, PyTorch, Streamlit, TensorFlow, Transformer Models",ML Engineer,TRUE,"Engineer skilled in time-series forecasting, anomaly detection, and feature engineering.",1
cv1425,4,Bachelors,"Computer Vision, GPT, HuggingFace, JSON, Machine Learning, Matplotlib, Pandas, Python, Regression, Scikit-learn, Statistics, XGBoost",Data Scientist,TRUE,"Computer vision engineer with experience in object detection, segmentation, and optimization.",1
cv1426,15,Bachelors,"CI/CD, Classification, Computer Vision, Deep Learning, HuggingFace, Model Deployment, NumPy, Python, SQLAlchemy, Scikit-learn, Statistics",Computer Vision Engineer,FALSE,"Researcher focused on NLP and transformer-based models, with publications in top conferences.",1
cv1427,7,Bachelors,"Azure, Data Engineering, Docker, Docker Compose, Pandas, Python, Speech Recognition, Statistics",Applied ML Engineer,TRUE,"Researcher focused on NLP and transformer-based models, with publications in top conferences.",1
cv1428,4,Bachelors,"Statistics, FastAPI, BERT, Matplotlib",Junior Intern,FALSE,Recent graduate with coursework in statistics and interest in learning Python.,0
cv1429,1,Bachelors,"SQLAlchemy, JSON, Transformer Models",Receptionist,FALSE,"Marketing intern with experience in social media and campaign analytics, limited coding.",0
cv1430,0,Bachelors,"Docker Compose, CI/CD",Administrative Assistant,FALSE,Content creator interested in data science but lacks hands-on ML experience.,0
cv1431,4,Bachelors,"SQLAlchemy, CI/CD, PyTorch Lightning",Telecaller,FALSE,"Marketing intern with experience in social media and campaign analytics, limited coding.",0
cv1432,4,Bachelors,"CI/CD, PyTorch Lightning, Signal Processing, Speech Recognition",Office Assistant,FALSE,"Sales professional with strong communication skills, looking to transition to analytics.",0
cv1433,0,Bachelors,"Git, REST APIs, LightGBM, NumPy, XGBoost, Scikit-learn",Data Entry Operator,FALSE,Business analyst with reporting experience but limited machine learning exposure.,0
cv1434,5,Masters,"PyTorch, JSON",Administrative Assistant,FALSE,"Marketing intern with experience in social media and campaign analytics, limited coding.",0
cv1435,6,Bachelors,"AWS, Azure, Classification, JSON, Machine Learning, Python, Statistics, Streamlit",Data Analyst,FALSE,"ML engineer experienced in MLOps, Docker, Kubernetes, and continuous deployment of models.",1
cv1436,1,Bachelors,"Transformer Models, Spark, BERT, Statistics",Telecaller,FALSE,Office assistant with administrative experience and basic computer skills.,0
cv1437,2,Bachelors,"NumPy, AWS",Receptionist,TRUE,"Sales professional with strong communication skills, looking to transition to analytics.",0
cv1438,4,Masters,"Statistics, FastAPI, JSON, Model Deployment, Deep Learning",Marketing Intern,FALSE,Office assistant with administrative experience and basic computer skills.,0
cv1439,6,Masters,"Machine Learning, NLP",Content Writer,FALSE,Business analyst with reporting experience but limited machine learning exposure.,0
cv1440,1,Masters,"Seaborn, REST APIs, Tableau, Linux, Data Engineering",Sales Executive,FALSE,"Marketing intern with experience in social media and campaign analytics, limited coding.",0
cv1441,6,Bachelors,"FastAPI, JSON",Office Assistant,FALSE,"Sales professional with strong communication skills, looking to transition to analytics.",0
cv1442,0,Bachelors,"OpenCV, Speech Recognition, BERT, AWS, Clustering, Streamlit",Office Assistant,FALSE,Content creator interested in data science but lacks hands-on ML experience.,0
cv1443,6,Bachelors,"Streamlit, PyTorch Lightning, HuggingFace, Deep Learning, Spark",Content Writer,TRUE,Business analyst with reporting experience but limited machine learning exposure.,0
cv1444,9,Bachelors,"Azure, Deep Learning, HuggingFace, CI/CD, GCP",Data Entry Operator,FALSE,"Sales professional with strong communication skills, looking to transition to analytics.",0
cv1445,0,Bachelors,"Tableau, Time Series, Streamlit, REST APIs, Transformer Models, GCP",Telecaller,TRUE,Content creator interested in data science but lacks hands-on ML experience.,0
cv1446,6,Masters,"AWS, Clustering, Data Engineering, Flask, NumPy, Pandas, Power BI, Regression, Signal Processing, Statistics",Applied ML Engineer,FALSE,"Data scientist proficient in end-to-end ML pipelines, experimentation, and stakeholder communication.",1
cv1447,3,Masters,"AWS, PyTorch Lightning, NLP",Customer Support,FALSE,Recent graduate with coursework in statistics and interest in learning Python.,0
cv1448,2,Bachelors,"XGBoost, CI/CD",Sales Executive,FALSE,Junior intern with exposure to data labeling and manual data tasks.,0
cv1449,2,Bachelors,"GPT, Time Series, Deep Learning",Customer Support,FALSE,Customer support representative with some Excel skills and interest in analytics.,0
cv1450,1,Bachelors,"SQL, JSON, Python, Classification, Power BI",Content Writer,FALSE,Junior intern with exposure to data labeling and manual data tasks.,0
cv1451,3,Bachelors,"Data Engineering, Pandas, Signal Processing, SQLAlchemy, NumPy",Administrative Assistant,FALSE,"Receptionist experienced in communication and scheduling, no ML projects.",0
cv1452,1,Bachelors,"SQLAlchemy, Flask",Receptionist,FALSE,Entry-level candidate familiar with MS Excel and basic data entry tasks.,0
cv1453,2,PhD,"BERT, Computer Vision, Deep Learning, Linux, Machine Learning, Matplotlib, Pandas, Python, Reinforcement Learning, SQL, TensorFlow, XGBoost",Data Scientist,TRUE,"Researcher focused on NLP and transformer-based models, with publications in top conferences.",1
cv1454,9,Bachelors,"Seaborn, Streamlit, Python, SQLAlchemy, Docker Compose",Data Entry Operator,FALSE,Junior intern with exposure to data labeling and manual data tasks.,0
cv1455,8,Bachelors,"TensorFlow, NumPy, Scikit-learn, JSON, Data Visualization, Classification",Receptionist,TRUE,Recent graduate with coursework in statistics and interest in learning Python.,0
cv1456,15,Masters,"Azure, BERT, Deep Learning, Git, HuggingFace, Machine Learning, NumPy, Pandas, REST APIs, Scikit-learn",Machine Learning Engineer,TRUE,"Data scientist proficient in end-to-end ML pipelines, experimentation, and stakeholder communication.",1
cv1457,4,Bachelors,"XGBoost, Computer Vision, Data Engineering, Scikit-learn, Transformer Models, Feature Engineering",Customer Support,FALSE,Business analyst with reporting experience but limited machine learning exposure.,0
cv1458,0,Masters,"Reinforcement Learning, Clustering",Content Writer,TRUE,Customer support representative with some Excel skills and interest in analytics.,0
cv1459,0,Bachelors,"Transformer Models, EDA, Data Engineering",Content Writer,FALSE,Customer support representative with some Excel skills and interest in analytics.,0
cv1460,9,Masters,"Clustering, Docker, Feature Engineering, JSON, NumPy, Power BI, Python, REST APIs, Regression, Spark, Statistics",Research Scientist,TRUE,Applied ML engineer experienced in productionizing deep learning models on cloud platforms.,1
cv1461,3,Masters,"Scikit-learn, NumPy",Marketing Intern,FALSE,Entry-level candidate familiar with MS Excel and basic data entry tasks.,0
cv1462,5,Bachelors,"Kubernetes, TensorFlow, Git, Power BI, Reinforcement Learning",Junior Intern,FALSE,"Marketing intern with experience in social media and campaign analytics, limited coding.",0
cv1463,4,Bachelors,"AWS, Data Visualization, Deep Learning, LightGBM, Machine Learning, Model Deployment, NLP, NumPy, Pandas, PyTorch, Regression, Scikit-learn, Seaborn, Statistics, XGBoost",Computer Vision Engineer,TRUE,"Researcher focused on NLP and transformer-based models, with publications in top conferences.",1
cv1464,3,Bachelors,"Deep Learning, Data Visualization, Spark",Customer Support,FALSE,Business analyst with reporting experience but limited machine learning exposure.,0
cv1465,0,Bachelors,"NLP, JSON, Feature Engineering, SQLAlchemy, XGBoost, Data Visualization",Telecaller,FALSE,Business analyst with reporting experience but limited machine learning exposure.,0
cv1466,0,PhD,"Reinforcement Learning, Classification, Seaborn, Time Series, PyTorch Lightning",Marketing Intern,FALSE,Entry-level candidate familiar with MS Excel and basic data entry tasks.,0
cv1467,5,Masters,"Deep Learning, Feature Engineering, HuggingFace, LightGBM, Machine Learning, NLP, Pandas, Python, REST APIs, SQL, Speech Recognition, Statistics",Senior Data Scientist,TRUE,Research scientist with strong statistical background and experience publishing reproducible research.,1
cv1468,1,PhD,"Data Engineering, Scikit-learn, Git",Marketing Intern,FALSE,"Sales professional with strong communication skills, looking to transition to analytics.",0
cv1469,5,Masters,"PyTorch, AWS, Deep Learning, Kubernetes, Azure",Data Entry Operator,FALSE,Customer support representative with some Excel skills and interest in analytics.,0
cv1470,0,Masters,"Tableau, SQLAlchemy, BERT, Regression, OpenCV, JSON",Office Assistant,FALSE,Recent graduate with coursework in statistics and interest in learning Python.,0
